"authors","year","title","booktitle","host_organisation","location","keywords","base_url","path"
"Harvey","1992","The Cost of Community Service Obligations in Roads","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Harvey.pdf"
"Hassall","1992","A Method for Scoring Urban Freeway Performance","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Hassall.pdf"
"Henchy and Swanton","1992","International Aviation Forecasting Models","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," forecasting aviation","http://atrf.info/papers/index.aspx","/papers/1992/1992_Henchy_Swanton.pdf"
"Hensher (A)","1992","Urban Transport Directions: Challenges for Future Research","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Hensher_A.pdf"
"Hensher (B)","1992","Integrating Revealed Preference and Stated Response Data into a Jointly Estimated Hierarchical Discrete Choice Model","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992b_Hensher.pdf"
"Hensher and Daniels and DeMellow","1992","A Comparative Assessment of the Productivity of Australia's Rail System 1971/72 to 1990/91","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Hensher_Daniels_DeMellow.pdf"
"Hooper","1992","Selling Travel as Part of a Package: Implications for Transport Research","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Hooper.pdf"
"Hughes","1992","On the Buses in Canberra: Public Transport in Spacious City","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1992/1992_Hughes.pdf"
"Iskandar and Dunne","1992","Analysis of Traffic Crash Data using Statistical Quality Control","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," safety","http://atrf.info/papers/index.aspx","/papers/1992/1992_Iskandar_Dunne.pdf"
"Itorralba and Balce","1992","The 1991 Sydney Home Interview Survey Preliminary Results: Implications for Modelling","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," modelling","http://atrf.info/papers/index.aspx","/papers/1992/1992_Itorralba_Balce.pdf"
"Kilsby and Prince and Stewart","1992","Is Sketch Modelling of Any Practical Value in Transport Development?","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," modelling","http://atrf.info/papers/index.aspx","/papers/1992/1992_Kilsby_Prince_Stewart.pdf"
"Laird","1992","Energy Use in Australian Land Freight Transport","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," freight","http://atrf.info/papers/index.aspx","/papers/1992/1992_Laird.pdf"
"Maldonado and Akers","1992","1991/92 Commercial Vehicle Survey: A Presentation and Discussion of the Survey Methodology","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Maldonado_Akers.pdf"
"Mills","1992","The Third Runaway","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Mills.pdf"
"Milthorpe","1992","Allocating Fixed Costs in Cost Models","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Milthorpe.pdf"
"Moriarty and Beed","1992","Explanation of Personal Travel Increases in Australian Cities","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Moriarty_Beed.pdf"
"Naughten and Beck and Bowen","1992","Energy Market Failure in the Road Transport Sector: Is there scope for 'No Regrets' Greenhouse Gas Reduction?","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Naughten_Beck_Bowen.pdf"
"Ngo and Vandebona","1992","An Expert System Approach for the Selection of Land Use/Transport Planning Models","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," land use planning","http://atrf.info/papers/index.aspx","/papers/1992/1992_Ngo_Vandebona.pdf"
"Nyathi","1992","Developments in International Civil Aviation: What are Southern Africa's Strategic Options","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," aviation","http://atrf.info/papers/index.aspx","/papers/1992/1992_Nyathi.pdf"
"Otway and Ferreira","1992","Rail Freight Profitability: A Case Study","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," freight","http://atrf.info/papers/index.aspx","/papers/1992/1992_Otway_Ferreira.pdf"
"Peachman","1992","Design and Methodology of 1991/92 Household Interview Survey","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Peachman.pdf"
"Raimond and Parolin","1992","Effects of Rural Public Transport Rationalisation in rural New South Wales: A Case Study of the Inverell-Tamworth Bus Route","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1992/1992_Raimond_Parolin.pdf"
"Rimmer and Dick","1992","Synthesising Australia: National Integration in a Dynamic Asia-Pacific Economy","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Rimmer_Dick.pdf"
"Scotland","1992","Managing the Defence Transport Task","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Scotland.pdf"
"Smith","1992","LITRES: A Proposal for an Application of Information Technology to Urban Commuting","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Smith.pdf"
"Smith and Street","1992","Estimating the Net Welfare Gains from Australian Domestic Aviation Reforms","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," aviation","http://atrf.info/papers/index.aspx","/papers/1992/1992_Smith_Street.pdf"
"Stanford","1992","Competitive Tendering and Bus Services in Adelaide","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1992/1992_Stanford.pdf"
"Taylor","1992","Modelling Environmental Impacts of Road Traffic for Transport Network Analysis","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra"," modelling environment","http://atrf.info/papers/index.aspx","/papers/1992/1992_Taylor.pdf"
"Waters","1992","Values of Travel Time Savings Used in Road Project Evaluation: A Cross Country/Jurisdiction Comparison","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Waters.pdf"
"Yeomans","1992","Geocoding Survey Address Information","Proceedings of the 17th Australasian Transport Research Forum","Bureau of Transport and Communications Economics","Canberra","","http://atrf.info/papers/index.aspx","/papers/1992/1992_Yeomans.pdf"
"Amos and Starrs and Kang","1991","Structural Reform in the Australian Transport Industry","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Amos_Starrs_Kang.pdf"
"Ampt and Kennedy","1991","The impact of Busplan in South-West Sydney 1990-1991","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1991/1991_Ampt_Kennedy.pdf"
"Batterham and Ockwell","1991","A Spatial Equilibrium and Investment Analysis of Road and Rail Freight Transport in the Sydney-Melbourne Corridor","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart"," freight funding","http://atrf.info/papers/index.aspx","/papers/1991/1991_Batterham_Ockwell.pdf"
"Black and Vandebona","1991","Research into Traffic Models for the Economic Evaluation of Private Sector Toll Roads and Tunnel Proposals in New South Wales","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart"," toll roads","http://atrf.info/papers/index.aspx","/papers/1991/1991_Black_Vandebona.pdf"
"Brewer","1991","Meeting Users Needs through Business Planning","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart"," bus public transport planning","http://atrf.info/papers/index.aspx","/papers/1991/1991_Brewer.pdf"
"Finch","1991","Replacing the Abel Tasman","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Finch.pdf"
"Cosgrove and Cuthbertson and Ironfield","1991","Greenhouse Gas Emissions and Australian Transport","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Cosgrove_Cuthbertson_Ironfield.pdf"
"D'Este—Meeting User Needs in Transport Modeling","1991","Some Personal Observations","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_DEste.pdf"
"Harvey and Tsolakis—TASRAIL","1991","A Cost-Benefit Assessment of Options","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Harvey_Tsolakis.pdf"
"Henchy and Smith","1991","Assessing the Impact of Deregulation on the Domestic Aviation Industry","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart"," aviation","http://atrf.info/papers/index.aspx","/papers/1991/1991_Henchy_Smith.pdf"
"Hensher and Gee and Battellino","1991","The use of Discrete Choice Models in the determination of Community Choices towards Sub-Arterial Traffic Management Schemes","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Hensher_Gee_Battellino.pdf"
"Hooper","1991","The Performance of Ocean Cruising in Australia and Future Prospects","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Hooper.pdf"
"Kelso","1991","Fuel Efficiency of Ships and Aircraft","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart"," aviation","http://atrf.info/papers/index.aspx","/papers/1991/1991_Kelso.pdf"
"Lengyel","1991","ABS Transport Statistics: Current Activities and Future Directions","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Lengyel.pdf"
"Luk and Lam","1991","The Monitoring of Intersection turning flows in the Gold Coast Area","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Luk_Lam.pdf"
"Martin","1991","Australian Road Track Cost Allocation","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Martin.pdf"
"Mills","1991","The Proposed Privatisation of the Moomba-Sydney Natural Gas Pipeline","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Mills.pdf"
"Moore and Hughes","1991","User Initiated Research into Traffic Accident Frequency ay Signalised Intersections","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart"," safety","http://atrf.info/papers/index.aspx","/papers/1991/1991_Moore_Hughes.pdf"
"Philipson and Scrafton and Tisato","1991","Road Cost Recovery: A Second Order Issue","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Philipson_Scrafton_Tisato.pdf"
"Scanlan and Cantwell","1991","Restructuring Queensland Railways to focus on the Customer","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Scanlan_Cantwell.pdf"
"Skene—Transport and Greenhouse","1991","Do the Users Know What They Want?","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Skene.pdf"
"Stephens","1991","Do Modernist Researchers know what Post Modern Users want?","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Stephens.pdf"
"Taylor and Chambers and Young","1991","The development of CENCIMM Parking Policy Model: Research to Meet a User's Need","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart"," policy","http://atrf.info/papers/index.aspx","/papers/1991/1991_Taylor_Chambers_Young.pdf"
"Wadhwa and Handy","1991","Identification and Evaluation of Engineering Solutions for Accident Reduction in North Queensland","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart"," safety","http://atrf.info/papers/index.aspx","/papers/1991/1991_Wadhwa_Handy.pdf"
"Wallis","1991","Competitive Tendering in New Zealand: Evolving Policies and Experience","Proceedings of the 16th Australasian Transport Research Forum","Tasmanian Department of Roads and Transport","Hobart","","http://atrf.info/papers/index.aspx","/papers/1991/1991_Wallis.pdf"
"Ampt and Day and Kearns and Twiney","1990","Are you getting all you should? Appropriate Levels of Bus Service","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1990/1990_Ampt_Day_Kearns_Twiney.pdf"
"Ampt and Kennedy","1990","Rationalisation of Urban Bus Services: The Passenger Response","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1990/1990_Ampt_Kennedy.pdf"
"Batterham and Mikosza and Ockwell","1990","Determining the Least Cost Method of Transporting Bulk Commodities with Competing Road and Rail Possibilities","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Batterham_Mikosza_Ockwell.pdf"
"Bell","1990","Travel Impacts Arising from Office Relocations from City to Suburbs","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Bell.pdf"
"Bullock and Galbraith and Williams and Hill","1990","Modelling the National Rail System: RIC and NFI","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," modelling","http://atrf.info/papers/index.aspx","/papers/1990/1990_Bullock_Galbraith_Williams_Hill.pdf"
"Cook and McKirgan and Motha and O'Halloran","1990","Cost of Aviation Accidents in Australia","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," aviation safety","http://atrf.info/papers/index.aspx","/papers/1990/1990_Cook_McKirgan_Motha_OHalloran.pdf"
"Crawford","1990","The Changing State of Australia's Domestic Aviation Industry","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," aviation","http://atrf.info/papers/index.aspx","/papers/1990/1990_Crawford.pdf"
"Donohue and Williams","1990","Strategic Management in the Australian Road Freight Transport Industry","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," freight","http://atrf.info/papers/index.aspx","/papers/1990/1990_Donohue_Williams.pdf"
"D'Souza","1990","Using Quality Systems in the Maritime World","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," maritime","http://atrf.info/papers/index.aspx","/papers/1990/1990_DSouza.pdf"
"Duldig and Findlay","1990","Deregulation in a Low Density Market: The Case of South Australian Air Transport","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," aviation","http://atrf.info/papers/index.aspx","/papers/1990/1990_Duldig_Findlay.pdf"
"Evans","1990","Are Urban Bus Services Natural Monopolies?","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1990/1990_Evans.pdf"
"Gargett and Rowan and Witham","1990","ET: Friend or Foe?","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Gargett_Rowan_Witham.pdf"
"Garnham and Maxwell","1990","Railway Passenger Surveys in Sydney","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Garnham_Maxwell.pdf"
"Geldermalsen","1990","Competitive Pricing Procedures for Land Transport Projects","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," funding","http://atrf.info/papers/index.aspx","/papers/1990/1990_Geldermalsen.pdf"
"Gentle","1990","The Costs of Waterfront Unreliability","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Gentle.pdf"
"Graham and Long","1990","Forecasting Parking Demand from New Developments in Central Sydney","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," forecasting","http://atrf.info/papers/index.aspx","/papers/1990/1990_Graham_Long.pdf"
"Guria","1990","Estimation of Social Costs of Traffic Accidents and Injuries in New Zealand","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," safety","http://atrf.info/papers/index.aspx","/papers/1990/1990_Guria.pdf"
"Hensher and Battellino","1990","Long distance Trucking: Why do Truckies Speed?","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Hensher_Battellino.pdf"
"Jensen","1990","Transferability of Trip Generation Equations between Queensland Provincial cities","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Jensen.pdf"
"Kunz and Hintz","1990","Redeployment and Redundancy in Australian Railways","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Kunz_Hintz.pdf"
"Laird","1990","Improving Land Freight Transport Efficiency in Australia","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," freight","http://atrf.info/papers/index.aspx","/papers/1990/1990_Laird.pdf"
"Lowe","1990","Allocation of Air Services within New South Wales","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," aviation","http://atrf.info/papers/index.aspx","/papers/1990/1990_Lowe.pdf"
"Mills","1990","Pricing of Congested Runways: The Case of Sydney Airport","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," aviation","http://atrf.info/papers/index.aspx","/papers/1990/1990_Mills.pdf"
"Molyneux and Morris","1990","Private Sector Participation in the Provision of Transport Services","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Molyneux_Morris.pdf"
"O'Donnell and Wilson and Lee","1990","An Approach to the Automation of the Scheduling of Urban Deliveries","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_ODonnell_Wilson_Lee.pdf"
"O'Keeffe","1990","Aviation Communication","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Okeeffe.pdf"
"Oluwoye","1990","Heavy Truck Safety","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," safety","http://atrf.info/papers/index.aspx","/papers/1990/1990_Oluwoye.pdf"
"Paling","1990","Traffic Forecasting for High Speed Rail Services: Applying the European Experience","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," forecasting","http://atrf.info/papers/index.aspx","/papers/1990/1990_Paling.pdf"
"Philipson and Willis","1990","Free Public Transport for all?","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Philipson_Willis.pdf"
"Reker and Connell and Ross","1990","The Developments of a Production Function for a Container Terminal in the port of Melbourne","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Reker_Connell_Ross.pdf"
"Russell and Noakes and Breen","1990","Developing a People-Focussed Organisation","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Russell_Noakes_Breen.pdf"
"Seetharam and Shibasaki and Nakamura","1990","Multi-Level Geographical Information and Expert Systems for Comprehensive Evaluation of Urban Transportation Policies","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Seetharam_Shibasaki_Nakamura.pdf"
"Smith","1990","A Method for Measuring Bus Patronage to address the Needs of the 90s","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1990/1990_Smith.pdf"
"Taylor and Young and Wigan and Ogden","1990","Future Directions in Urban Transport Data Collection","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Taylor_Young_Wigan_Ogden.pdf"
"Toleman","1990","Structural Reform of New Zealand's Transport System","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Toleman.pdf"
"Wadhwa","1990","Capacity and Performance of Bulk Handling Ports","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Wadhwa.pdf"
"Wallis and Yates—Public Transport Patronage Trends in New Zealand","1990","Where are all the Passengers Going?","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Wallis_Yates.pdf"
"Webber and Willis—Partners in Planning","1990","Principles to Involve the Community in Road Planning","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," planning","http://atrf.info/papers/index.aspx","/papers/1990/1990_Webber_Willis.pdf"
"Wigan","1990","How do we tie the Transport Information we need together and deliver it?","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney","","http://atrf.info/papers/index.aspx","/papers/1990/1990_Wigan.pdf"
"Wisdom and Pekol","1990","The Role of Transport Planning in the 90s","Proceedings of the 15th Australasian Transport Research Forum","New South Wales' Department of Transport","Sydney"," planning","http://atrf.info/papers/index.aspx","/papers/1990/1990_Wisdom_Pekol.pdf"
"Barnard","1989","A Model of Injuries Sustained in Two Vehicle Collisions on Urban Roads","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Barnard.pdf"
"Bath","1989","A Total Cost Approach to Fleet Replacement: The Transperth Bus Replacement Model","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1989/1989_Bath.pdf"
"Baxter and Starrs","1989","The Calculation and Delivery of Urban Transport Subsidies in New Zealand","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Baxter_Starrs.pdf"
"Beevor and Hayes","1989","Port Management Reforms in New South Wales","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Beevor_Hayes.pdf"
"Black and Fararoui","1989","Priority Berthing in Ports and Multi-Attribute Decision-Making Methods","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Black_Fararoui.pdf"
"Blunden and Vandebona—Queueing Theory Revisited","1989","Some New Results","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Blunden_Vandebona.pdf"
"Brew","1989","Reshaping a Major Bus System: Opportunity Analysis and Action","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1989/1989_Brew.pdf"
"Brown and Jones","1989","Computer Simulation of Ore Transport and Handling Operations","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," simulation","http://atrf.info/papers/index.aspx","/papers/1989/1989_Brown_Jones.pdf"
"Campbell and Adams","1989","The Bicycle as an Effective Transport Mode","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Campbell_Adams.pdf"
"Christopherson—Defence Movements and Transport Planning","1989","Its Relevance to Contingency Planning and to the Civilian Transport Industry","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," planning","http://atrf.info/papers/index.aspx","/papers/1989/1989_Christopherson.pdf"
"Chung and Taylor","1989","Modelling the Traffic Role and Performance of Roundabouts","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," modelling","http://atrf.info/papers/index.aspx","/papers/1989/1989_Chung_Taylor.pdf"
"Crouch","1989","Daily Variability in Public Transport Patronage","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Crouch.pdf"
"Day","1989","Regulating Government and Private Bus Services in Sydney","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1989/1989_Day.pdf"
"D'Este and Meyrick—More than the Bottom Line","1989","How Users Select a Shipping Service","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Meyrick_DEste.pdf"
"Dudgeon","1989","Brisbane's Buses: Current Research","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1989/1989_Dudgeon.pdf"
"Edwards","1989","Measuring and Monitoring the Australian Domestic Aviation Industry: Issues and Directions","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," aviation","http://atrf.info/papers/index.aspx","/papers/1989/1989_Edwards.pdf"
"Ellison","1989","Transperth's Bus Replacement Model: Some comments on the Inputs and Outputs","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth"," bus public transport","http://atrf.info/papers/index.aspx","/papers/1989/1989_Ellison.pdf"
"Evans","1989","A Theoretical Model for Local Road Grants","Proceedings of the 14th Australasian Transport Research Forum","Western Australian Department of Transport","Perth","","http://atrf.info/papers/index.aspx","/papers/1989/1989_Evans.pdf"
